2000-05-30 | Bull | 147.5 / 4.4% | HEAD 0% | TAIL 5% | B/ATR 1.5
2014-02-13 | Bull | 563.06 / 2.1% | HEAD 15% | TAIL 7% | B/ATR 2.0
2014-04-30 | Bull | 625.92 / 1.6% | HEAD 0% | TAIL 1% | B/ATR 1.5
2014-10-21 | Bull | 669.07 / 2.3% | HEAD 4% | TAIL 8% | B/ATR 2.1
2015-03-12 | Bull | 758.51 / 2.4% | HEAD 3% | TAIL 10% | B/ATR 1.7
2015-11-23 | Bull | 923.49 / 2.6% | HEAD 4% | TAIL 2% | B/ATR 1.5
2016-01-29 | Bull | 840.46 / 3.7% | HEAD 2% | TAIL 14% | B/ATR 1.7
2016-09-12 | Bull | 944.67 / 2.7% | HEAD 14% | TAIL 9% | B/ATR 1.8
2016-11-09 | Bull | 866.33 / 2.9% | HEAD 2% | TAIL 0% | B/ATR 1.9
2017-02-09 | Bull | 942.92 / 3.4% | HEAD 6% | TAIL 0% | B/ATR 2.5
2017-10-26 | Bull | 1090.61 / 3.2% | HEAD 6% | TAIL 7% | B/ATR 2.3
