2000-01-03 | Bull | 102.9 / 3.4% | HEAD 3% | TAIL 33% | B/ATR nan
2001-02-14 | Bull | 38.75 / 3.6% | HEAD 75% | TAIL 38% | B/ATR 0.3
2001-02-15 | Bull | 40.66 / 1.3% | HEAD 214% | TAIL 76% | B/ATR 0.1
2001-02-16 | Bear | 36.6 / -3.2% | HEAD 58% | TAIL 28% | B/ATR 0.3
2001-02-20 | Bear | 34.5 / -6.8% | HEAD 1% | TAIL 16% | B/ATR 0.6
2001-02-21 | Bull | 34.25 / 2.2% | HEAD 127% | TAIL 8% | B/ATR 0.2
2001-02-22 | Bear | 32.7 / -5.1% | HEAD 1% | TAIL 69% | B/ATR 0.4
2001-02-23 | Bear | 30.15 / -5.8% | HEAD 0% | TAIL 103% | B/ATR 0.5
2001-02-26 | Bear | 29.15 / -4.1% | HEAD 24% | TAIL 12% | B/ATR 0.3
2001-02-27 | Bull | 30.0 / 2.0% | HEAD 333% | TAIL 20% | B/ATR 0.2
2001-02-28 | Bear | 29.55 / -2.8% | HEAD 118% | TAIL 65% | B/ATR 0.2
2001-03-01 | Bull | 32.4 / 11.7% | HEAD 12% | TAIL 12% | B/ATR 0.9
2001-03-02 | Bull | 35.06 / 10.6% | HEAD 46% | TAIL 9% | B/ATR 0.9
2001-03-05 | Bear | 34.7 / -0.9% | HEAD 343% | TAIL 233% | B/ATR 0.1
2001-03-06 | Bear | 36.1 / -1.9% | HEAD 86% | TAIL 14% | B/ATR 0.2
2001-03-07 | Bear | 34.76 / -3.7% | HEAD 16% | TAIL 52% | B/ATR 0.4
2001-03-08 | Bull | 34.8 / 0.6% | HEAD 225% | TAIL 50% | B/ATR 0.1
2001-03-09 | Bear | 32.75 / -3.0% | HEAD 1% | TAIL 50% | B/ATR 0.3
2001-03-12 | Bull | 31.1 / 0.3% | HEAD 1850% | TAIL 830% | B/ATR 0.0
2001-03-13 | Bull | 32.81 / 4.8% | HEAD 33% | TAIL 19% | B/ATR 0.4
2001-03-14 | Bull | 31.51 / 2.0% | HEAD 326% | TAIL 66% | B/ATR 0.2
2001-03-15 | Bear | 31.48 / -7.1% | HEAD 0% | TAIL 15% | B/ATR 0.7
2001-03-16 | Bull | 31.35 / 1.5% | HEAD 359% | TAIL 20% | B/ATR 0.1
2001-03-19 | Bull | 32.51 / 3.7% | HEAD 69% | TAIL 77% | B/ATR 0.3
2001-03-20 | Bear | 32.25 / -1.4% | HEAD 502% | TAIL 118% | B/ATR 0.1
2001-03-21 | Bull | 34.02 / 4.7% | HEAD 50% | TAIL 118% | B/ATR 0.4
2001-03-22 | Bull | 37.87 / 7.7% | HEAD 24% | TAIL 27% | B/ATR 0.8
2001-03-23 | Bear | 38.81 / -1.8% | HEAD 5% | TAIL 384% | B/ATR 0.2
2001-03-26 | Bear | 36.5 / -5.2% | HEAD 0% | TAIL 77% | B/ATR 0.6
2001-03-27 | Bull | 36.25 / 0.2% | HEAD 875% | TAIL 1463% | B/ATR 0.0
2001-03-28 | Bear | 32.48 / -9.5% | HEAD 3% | TAIL 14% | B/ATR 1.0
2001-03-29 | Bear | 31.42 / -1.5% | HEAD 331% | TAIL 192% | B/ATR 0.1
2001-03-30 | Bear | 30.98 / -1.7% | HEAD 288% | TAIL 162% | B/ATR 0.1
2001-04-02 | Bear | 28.35 / -10.3% | HEAD 8% | TAIL 11% | B/ATR 0.9
2001-04-03 | Bear | 27.5 / -2.7% | HEAD 20% | TAIL 147% | B/ATR 0.2
2001-04-04 | Bull | 27.69 / 0.7% | HEAD 947% | TAIL 263% | B/ATR 0.1
2001-04-05 | Bull | 31.15 / 3.8% | HEAD 47% | TAIL 56% | B/ATR 0.3
2001-04-06 | Bear | 28.26 / -6.0% | HEAD 8% | TAIL 42% | B/ATR 0.5
2001-04-09 | Bear | 27.51 / -3.5% | HEAD 1% | TAIL 126% | B/ATR 0.3
2001-04-10 | Bull | 29.6 / 8.0% | HEAD 27% | TAIL 0% | B/ATR 0.6
2001-04-11 | Bear | 34.0 / -4.9% | HEAD 0% | TAIL 85% | B/ATR 0.5
2001-04-12 | Bull | 35.45 / 7.3% | HEAD 23% | TAIL 29% | B/ATR 0.7
2001-04-16 | Bear | 33.01 / -3.5% | HEAD 17% | TAIL 72% | B/ATR 0.3
2001-04-17 | Bull | 34.0 / 6.2% | HEAD 112% | TAIL 0% | B/ATR 0.6
2001-04-18 | Bull | 36.14 / 3.3% | HEAD 205% | TAIL 3% | B/ATR 0.3
2001-04-19 | Bull | 38.81 / 4.9% | HEAD 6% | TAIL 58% | B/ATR 0.5
2001-04-20 | Bear | 37.5 / -1.3% | HEAD 236% | TAIL 160% | B/ATR 0.1
2001-04-23 | Bear | 35.68 / -3.6% | HEAD 0% | TAIL 59% | B/ATR 0.4
2001-04-24 | Bear | 34.45 / -4.0% | HEAD 90% | TAIL 0% | B/ATR 0.4
2001-04-25 | Bull | 35.05 / 0.1% | HEAD 2300% | TAIL 1000% | B/ATR 0.0
2001-04-26 | Bull | 35.05 / 0.0% | HEAD 0% | TAIL 0% | B/ATR 0.0
2001-04-27 | Bull | 36.98 / 2.9% | HEAD 25% | TAIL 44% | B/ATR 0.3
2001-04-30 | Bull | 38.7 / 2.0% | HEAD 171% | TAIL 53% | B/ATR 0.2
2001-05-01 | Bull | 39.57 / 2.2% | HEAD 8% | TAIL 74% | B/ATR 0.3
2001-05-02 | Bear | 39.95 / -0.1% | HEAD 2000% | TAIL 900% | B/ATR 0.0
2001-05-03 | Bear | 37.97 / -0.7% | HEAD 139% | TAIL 93% | B/ATR 0.1
2001-05-04 | Bear | 37.85 / -0.3% | HEAD 0% | TAIL 1133% | B/ATR 0.0
2001-05-07 | Bull | 38.43 / 0.5% | HEAD 594% | TAIL 250% | B/ATR 0.1
2001-05-08 | Bear | 39.1 / -1.5% | HEAD 37% | TAIL 100% | B/ATR 0.2
2001-05-09 | Bear | 37.55 / -2.0% | HEAD 12% | TAIL 73% | B/ATR 0.2
2001-05-10 | Bear | 37.78 / -3.1% | HEAD 0% | TAIL 2% | B/ATR 0.4
2001-05-11 | Bear | 37.47 / -0.8% | HEAD 142% | TAIL 113% | B/ATR 0.1
2001-05-14 | Bear | 36.79 / -0.6% | HEAD 71% | TAIL 338% | B/ATR 0.1
2001-05-15 | Bull | 37.03 / 0.7% | HEAD 316% | TAIL 164% | B/ATR 0.1
2001-05-16 | Bull | 38.5 / 5.3% | HEAD 21% | TAIL 3% | B/ATR 0.6
2001-05-17 | Bull | 39.8 / 1.8% | HEAD 44% | TAIL 43% | B/ATR 0.2
2001-05-18 | Bear | 39.71 / -0.2% | HEAD 222% | TAIL 1456% | B/ATR 0.0
2001-05-21 | Bull | 41.86 / 4.8% | HEAD 13% | TAIL 8% | B/ATR 0.6
2001-05-22 | Bear | 41.31 / -2.6% | HEAD 47% | TAIL 27% | B/ATR 0.3
2001-05-23 | Bear | 39.58 / -3.5% | HEAD 15% | TAIL 0% | B/ATR 0.4
2001-05-24 | Bear | 38.41 / -3.0% | HEAD 35% | TAIL 75% | B/ATR 0.4
2001-05-25 | Bear | 37.85 / -2.3% | HEAD 14% | TAIL 26% | B/ATR 0.3
2001-05-29 | Bear | 36.55 / -3.3% | HEAD 8% | TAIL 24% | B/ATR 0.4
2001-05-30 | Bear | 33.09 / -8.1% | HEAD 0% | TAIL 13% | B/ATR 0.9
2001-05-31 | Bull | 34.12 / 3.1% | HEAD 56% | TAIL 0% | B/ATR 0.3
2001-06-01 | Bear | 34.25 / -1.2% | HEAD 88% | TAIL 179% | B/ATR 0.1
2001-06-04 | Bear | 34.25 / -0.1% | HEAD 1000% | TAIL 1500% | B/ATR 0.0
2001-06-05 | Bull | 35.99 / 4.3% | HEAD 34% | TAIL 0% | B/ATR 0.5
2001-06-06 | Bear | 35.51 / -1.3% | HEAD 76% | TAIL 169% | B/ATR 0.1
2001-06-07 | Bull | 39.39 / 12.2% | HEAD 0% | TAIL 0% | B/ATR 1.4
2001-06-08 | Bear | 37.99 / -2.6% | HEAD 30% | TAIL 41% | B/ATR 0.3
2001-06-11 | Bear | 36.81 / -3.0% | HEAD 0% | TAIL 36% | B/ATR 0.4
2001-06-12 | Bull | 34.9 / 2.6% | HEAD 39% | TAIL 100% | B/ATR 0.3
2001-06-13 | Bear | 34.02 / -4.2% | HEAD 20% | TAIL 1% | B/ATR 0.5
2001-06-14 | Bear | 31.51 / -5.9% | HEAD 13% | TAIL 1% | B/ATR 0.7
2001-06-15 | Bull | 32.14 / 4.9% | HEAD 54% | TAIL 11% | B/ATR 0.5
2001-06-18 | Bear | 31.13 / -3.5% | HEAD 65% | TAIL 12% | B/ATR 0.4
2001-06-19 | Bear | 29.6 / -9.6% | HEAD 7% | TAIL 16% | B/ATR 1.1
2001-06-20 | Bull | 29.95 / 4.5% | HEAD 18% | TAIL 31% | B/ATR 0.4
2001-06-21 | Bull | 30.4 / 1.7% | HEAD 58% | TAIL 128% | B/ATR 0.2
2001-06-22 | Bear | 30.3 / -0.3% | HEAD 840% | TAIL 300% | B/ATR 0.0
2001-06-25 | Bull | 30.85 / 0.2% | HEAD 100% | TAIL 2060% | B/ATR 0.0
2001-06-26 | Bull | 30.91 / 3.0% | HEAD 89% | TAIL 110% | B/ATR 0.3
2001-06-27 | Bull | 30.91 / 0.7% | HEAD 233% | TAIL 305% | B/ATR 0.1
2001-06-28 | Bull | 31.72 / 0.7% | HEAD 327% | TAIL 0% | B/ATR 0.1
2001-06-29 | Bear | 31.9 / -1.6% | HEAD 314% | TAIL 78% | B/ATR 0.2
2001-07-02 | Bull | 32.83 / 2.6% | HEAD 116% | TAIL 1% | B/ATR 0.3
2001-07-03 | Bear | 32.32 / -1.4% | HEAD 0% | TAIL 40% | B/ATR 0.2
2001-07-05 | Bear | 31.36 / -3.0% | HEAD 20% | TAIL 35% | B/ATR 0.3
2001-07-06 | Bear | 29.25 / -3.3% | HEAD 25% | TAIL 21% | B/ATR 0.4
2001-07-09 | Bull | 29.4 / 0.7% | HEAD 205% | TAIL 168% | B/ATR 0.1
2001-07-10 | Bull | 29.65 / 1.0% | HEAD 370% | TAIL 33% | B/ATR 0.1
2001-07-11 | Bull | 30.05 / 1.9% | HEAD 153% | TAIL 9% | B/ATR 0.2
2001-07-12 | Bull | 33.14 / 5.2% | HEAD 21% | TAIL 6% | B/ATR 0.6
2001-07-13 | Bull | 33.2 / 0.6% | HEAD 550% | TAIL 390% | B/ATR 0.1
2001-07-16 | Bear | 31.54 / -4.6% | HEAD 20% | TAIL 19% | B/ATR 0.6
2001-07-17 | Bull | 31.72 / 3.7% | HEAD 25% | TAIL 40% | B/ATR 0.4
2001-07-18 | Bear | 30.1 / -4.7% | HEAD 23% | TAIL 8% | B/ATR 0.6
2001-07-19 | Bull | 32.76 / 2.7% | HEAD 40% | TAIL 31% | B/ATR 0.3
2001-07-20 | Bull | 31.51 / 1.5% | HEAD 215% | TAIL 15% | B/ATR 0.2
2001-07-23 | Bear | 30.8 / -2.6% | HEAD 63% | TAIL 55% | B/ATR 0.3
2001-07-24 | Bull | 30.2 / 0.5% | HEAD 1360% | TAIL 100% | B/ATR 0.1
2001-07-25 | Bull | 31.61 / 5.0% | HEAD 8% | TAIL 41% | B/ATR 0.6
2001-07-26 | Bull | 33.82 / 8.6% | HEAD 16% | TAIL 2% | B/ATR 1.0
2001-07-27 | Bull | 34.85 / 4.0% | HEAD 63% | TAIL 0% | B/ATR 0.5
2001-07-30 | Bear | 34.95 / -2.1% | HEAD 23% | TAIL 32% | B/ATR 0.3
2001-07-31 | Bear | 34.5 / -2.0% | HEAD 107% | TAIL 29% | B/ATR 0.3
2001-08-01 | Bull | 36.63 / 0.7% | HEAD 321% | TAIL 121% | B/ATR 0.1
2001-08-02 | Bull | 38.15 / 1.5% | HEAD 64% | TAIL 36% | B/ATR 0.2
2001-08-03 | Bear | 37.5 / -1.3% | HEAD 30% | TAIL 70% | B/ATR 0.2
2001-08-06 | Bull | 36.74 / 1.4% | HEAD 104% | TAIL 20% | B/ATR 0.2
2001-08-07 | Bear | 35.45 / -1.5% | HEAD 135% | TAIL 136% | B/ATR 0.2
2001-08-08 | Bear | 33.66 / -4.0% | HEAD 60% | TAIL 11% | B/ATR 0.6
2001-08-09 | Bull | 34.2 / 1.6% | HEAD 35% | TAIL 48% | B/ATR 0.2
2001-08-10 | Bear | 34.65 / -0.3% | HEAD 767% | TAIL 1944% | B/ATR 0.0
2001-08-13 | Bear | 34.78 / -2.0% | HEAD 0% | TAIL 93% | B/ATR 0.3
2001-08-14 | Bear | 34.86 / -1.8% | HEAD 29% | TAIL 37% | B/ATR 0.3
2001-08-15 | Bear | 33.42 / -4.0% | HEAD 14% | TAIL 0% | B/ATR 0.6
2001-08-16 | Bull | 34.72 / 4.3% | HEAD 6% | TAIL 67% | B/ATR 0.6
2001-08-17 | Bear | 33.14 / -0.5% | HEAD 406% | TAIL 388% | B/ATR 0.1
2001-08-20 | Bull | 33.36 / 0.7% | HEAD 227% | TAIL 223% | B/ATR 0.1
2001-08-21 | Bear | 32.51 / -2.9% | HEAD 51% | TAIL 1% | B/ATR 0.4
2001-08-22 | Bull | 33.65 / 1.1% | HEAD 100% | TAIL 157% | B/ATR 0.1
2001-08-23 | Bull | 33.96 / 0.9% | HEAD 158% | TAIL 77% | B/ATR 0.1
2001-08-24 | Bull | 35.5 / 2.2% | HEAD 27% | TAIL 48% | B/ATR 0.3
2001-08-27 | Bull | 36.0 / 0.8% | HEAD 167% | TAIL 67% | B/ATR 0.1
2001-08-28 | Bear | 35.71 / -2.2% | HEAD 63% | TAIL 1% | B/ATR 0.3
2001-08-29 | Bear | 34.05 / -5.4% | HEAD 6% | TAIL 28% | B/ATR 0.8
2001-08-30 | Bear | 32.99 / -2.3% | HEAD 39% | TAIL 51% | B/ATR 0.3
2001-08-31 | Bull | 33.1 / 3.4% | HEAD 64% | TAIL 0% | B/ATR 0.5
2001-09-04 | Bear | 32.1 / -3.0% | HEAD 60% | TAIL 19% | B/ATR 0.4
2001-09-05 | Bear | 30.84 / -3.6% | HEAD 41% | TAIL 111% | B/ATR 0.5
2001-09-06 | Bear | 29.5 / -1.7% | HEAD 110% | TAIL 68% | B/ATR 0.2
2001-09-07 | Bear | 28.62 / -1.5% | HEAD 356% | TAIL 86% | B/ATR 0.2
2001-09-10 | Bull | 28.61 / 0.3% | HEAD 1411% | TAIL 244% | B/ATR 0.0
2001-09-17 | Bull | 27.0 / 4.7% | HEAD 58% | TAIL 1% | B/ATR 0.5
2001-09-18 | Bear | 24.3 / -8.3% | HEAD 45% | TAIL 7% | B/ATR 1.0
2001-09-19 | Bear | 23.9 / -4.2% | HEAD 0% | TAIL 210% | B/ATR 0.5
2001-09-20 | Bear | 21.73 / -11.5% | HEAD 0% | TAIL 0% | B/ATR 1.3
2001-09-21 | Bull | 23.0 / 0.0% | HEAD 0% | TAIL 29000% | B/ATR 0.0
2001-09-24 | Bull | 24.45 / 2.3% | HEAD 236% | TAIL 36% | B/ATR 0.2
2001-09-25 | Bull | 24.4 / 0.6% | HEAD 733% | TAIL 560% | B/ATR 0.1
2001-09-26 | Bear | 23.75 / -5.6% | HEAD 0% | TAIL 25% | B/ATR 0.6
2001-09-27 | Bull | 23.75 / 0.4% | HEAD 0% | TAIL 2250% | B/ATR 0.0
2001-09-28 | Bull | 24.98 / 5.1% | HEAD 21% | TAIL 1% | B/ATR 0.5
2001-10-01 | Bear | 24.99 / -1.0% | HEAD 135% | TAIL 285% | B/ATR 0.1
2001-10-02 | Bear | 23.14 / -4.8% | HEAD 59% | TAIL 34% | B/ATR 0.5
2001-10-03 | Bear | 25.26 / -2.8% | HEAD 0% | TAIL 339% | B/ATR 0.3
2001-10-04 | Bear | 27.05 / -3.6% | HEAD 0% | TAIL 170% | B/ATR 0.5
2001-10-05 | Bear | 27.11 / -2.3% | HEAD 0% | TAIL 267% | B/ATR 0.3
2001-10-08 | Bull | 28.75 / 0.0% | HEAD 0% | TAIL 25400% | B/ATR 0.0
2001-10-09 | Bear | 26.81 / -6.6% | HEAD 0% | TAIL 6% | B/ATR 0.9
2001-10-10 | Bull | 28.55 / 5.7% | HEAD 12% | TAIL 12% | B/ATR 0.7
2001-10-11 | Bull | 30.85 / 2.8% | HEAD 100% | TAIL 118% | B/ATR 0.4
2001-10-12 | Bull | 31.4 / 2.6% | HEAD 14% | TAIL 158% | B/ATR 0.4
2001-10-15 | Bull | 30.34 / 1.1% | HEAD 18% | TAIL 171% | B/ATR 0.2
2001-10-16 | Bull | 31.49 / 3.1% | HEAD 10% | TAIL 67% | B/ATR 0.4
2001-10-17 | Bear | 29.91 / -5.8% | HEAD 41% | TAIL 104% | B/ATR 0.8
2001-10-18 | Bull | 28.0 / 0.7% | HEAD 225% | TAIL 600% | B/ATR 0.1
2001-10-19 | Bull | 27.74 / 0.5% | HEAD 257% | TAIL 736% | B/ATR 0.1
2001-10-22 | Bull | 28.91 / 5.1% | HEAD 0% | TAIL 19% | B/ATR 0.6
2001-10-23 | Bear | 28.6 / -2.9% | HEAD 65% | TAIL 25% | B/ATR 0.4
2001-10-24 | Bear | 29.85 / -1.6% | HEAD 0% | TAIL 170% | B/ATR 0.2
2001-10-25 | Bull | 31.26 / 6.7% | HEAD 12% | TAIL 35% | B/ATR 0.9
2001-10-26 | Bull | 30.85 / 0.2% | HEAD 1000% | TAIL 900% | B/ATR 0.0
2001-10-29 | Bear | 28.5 / -5.8% | HEAD 14% | TAIL 0% | B/ATR 0.8
2001-10-30 | Bear | 27.27 / -4.3% | HEAD 0% | TAIL 19% | B/ATR 0.6
2001-10-31 | Bull | 27.99 / 0.8% | HEAD 522% | TAIL 96% | B/ATR 0.1
2001-11-01 | Bull | 29.3 / 4.6% | HEAD 35% | TAIL 1% | B/ATR 0.6
2001-11-02 | Bull | 29.93 / 1.6% | HEAD 52% | TAIL 94% | B/ATR 0.2
2001-11-05 | Bear | 29.9 / -2.6% | HEAD 24% | TAIL 21% | B/ATR 0.4
2001-11-06 | Bull | 31.49 / 5.0% | HEAD 9% | TAIL 13% | B/ATR 0.7
2001-11-07 | Bear | 31.85 / -2.5% | HEAD 0% | TAIL 134% | B/ATR 0.4
2001-11-08 | Bear | 31.91 / -2.1% | HEAD 188% | TAIL 32% | B/ATR 0.3
2001-11-09 | Bear | 31.0 / -1.1% | HEAD 150% | TAIL 56% | B/ATR 0.2
2001-11-12 | Bull | 31.9 / 3.6% | HEAD 36% | TAIL 70% | B/ATR 0.5
2001-11-13 | Bull | 33.82 / 0.2% | HEAD 257% | TAIL 1714% | B/ATR 0.0
2001-11-14 | Bear | 33.88 / -0.4% | HEAD 417% | TAIL 1008% | B/ATR 0.1
2001-11-15 | Bear | 33.27 / -0.7% | HEAD 268% | TAIL 356% | B/ATR 0.1
2001-11-16 | Bear | 32.63 / -2.8% | HEAD 0% | TAIL 43% | B/ATR 0.4
2001-11-19 | Bear | 32.96 / -0.6% | HEAD 5% | TAIL 316% | B/ATR 0.1
2001-11-20 | Bear | 31.25 / -4.0% | HEAD 42% | TAIL 4% | B/ATR 0.6
2001-11-21 | Bear | 31.1 / -1.0% | HEAD 0% | TAIL 350% | B/ATR 0.1
2001-11-23 | Bear | 31.74 / -0.3% | HEAD 0% | TAIL 1355% | B/ATR 0.1
2001-11-26 | Bull | 32.45 / 1.4% | HEAD 76% | TAIL 74% | B/ATR 0.2
2001-11-27 | Bull | 32.58 / 1.2% | HEAD 218% | TAIL 255% | B/ATR 0.2
2001-11-28 | Bear | 31.03 / -4.5% | HEAD 0% | TAIL 19% | B/ATR 0.7
2001-11-29 | Bull | 32.07 / 2.0% | HEAD 5% | TAIL 153% | B/ATR 0.3
2001-11-30 | Bull | 32.05 / 0.6% | HEAD 290% | TAIL 180% | B/ATR 0.1
2001-12-03 | Bear | 30.98 / -3.5% | HEAD 0% | TAIL 21% | B/ATR 0.5
2001-12-04 | Bull | 31.0 / 0.0% | HEAD 4900% | TAIL 1900% | B/ATR 0.0
2001-12-05 | Bull | 33.5 / 5.9% | HEAD 13% | TAIL 10% | B/ATR 0.9
2001-12-06 | Bear | 33.5 / -1.4% | HEAD 0% | TAIL 163% | B/ATR 0.2
2001-12-07 | Bear | 32.7 / -2.9% | HEAD 0% | TAIL 52% | B/ATR 0.5
2001-12-10 | Bear | 31.11 / -1.4% | HEAD 159% | TAIL 84% | B/ATR 0.2
2001-12-11 | Bear | 31.05 / -2.1% | HEAD 77% | TAIL 85% | B/ATR 0.3
2001-12-12 | Bull | 32.2 / 1.1% | HEAD 6% | TAIL 126% | B/ATR 0.2
2001-12-13 | Bear | 29.92 / -4.3% | HEAD 1% | TAIL 3% | B/ATR 0.6
2001-12-14 | Bull | 30.35 / 0.5% | HEAD 233% | TAIL 333% | B/ATR 0.1
2001-12-17 | Bear | 30.17 / -0.1% | HEAD 2167% | TAIL 1500% | B/ATR 0.0
2001-12-18 | Bear | 29.81 / -0.9% | HEAD 277% | TAIL 112% | B/ATR 0.1
2001-12-19 | Bear | 27.9 / -3.8% | HEAD 0% | TAIL 24% | B/ATR 0.5
2001-12-20 | Bear | 26.5 / -1.9% | HEAD 140% | TAIL 200% | B/ATR 0.2
2001-12-21 | Bull | 28.0 / 3.1% | HEAD 20% | TAIL 5% | B/ATR 0.4
2001-12-24 | Bull | 27.83 / 0.7% | HEAD 83% | TAIL 211% | B/ATR 0.1
2001-12-26 | Bull | 28.05 / 1.9% | HEAD 177% | TAIL 0% | B/ATR 0.3
2001-12-27 | Bear | 28.75 / -1.7% | HEAD 0% | TAIL 108% | B/ATR 0.2
2001-12-28 | Bear | 28.66 / -0.9% | HEAD 108% | TAIL 224% | B/ATR 0.1
2001-12-31 | Bear | 28.0 / -2.3% | HEAD 0% | TAIL 38% | B/ATR 0.3
2002-01-02 | Bull | 28.82 / 0.6% | HEAD 76% | TAIL 494% | B/ATR 0.1
2002-01-03 | Bear | 30.7 / -1.0% | HEAD 0% | TAIL 567% | B/ATR 0.2
2002-01-04 | Bear | 30.4 / -3.2% | HEAD 0% | TAIL 118% | B/ATR 0.5
2002-01-07 | Bear | 29.41 / -3.3% | HEAD 40% | TAIL 67% | B/ATR 0.5
2002-01-08 | Bear | 29.0 / -0.9% | HEAD 276% | TAIL 60% | B/ATR 0.1
2002-01-09 | Bear | 28.21 / -5.2% | HEAD 6% | TAIL 14% | B/ATR 0.8
2002-01-10 | Bear | 27.55 / -1.8% | HEAD 40% | TAIL 60% | B/ATR 0.3
2002-01-11 | Bear | 27.24 / -1.7% | HEAD 141% | TAIL 52% | B/ATR 0.2
2002-01-14 | Bear | 27.09 / -0.3% | HEAD 657% | TAIL 771% | B/ATR 0.0
2002-01-15 | Bear | 26.41 / -2.9% | HEAD 36% | TAIL 36% | B/ATR 0.4
2002-01-16 | Bull | 26.31 / 0.8% | HEAD 400% | TAIL 119% | B/ATR 0.1
2002-01-17 | Bull | 27.45 / 1.7% | HEAD 0% | TAIL 178% | B/ATR 0.2
2002-01-18 | Bull | 27.54 / 3.4% | HEAD 34% | TAIL 12% | B/ATR 0.5
2002-01-22 | Bear | 25.75 / -5.4% | HEAD 16% | TAIL 10% | B/ATR 0.8
2002-01-23 | Bear | 26.0 / -1.7% | HEAD 0% | TAIL 160% | B/ATR 0.2
2002-01-24 | Bull | 27.45 / 4.3% | HEAD 48% | TAIL 0% | B/ATR 0.6
2002-01-25 | Bull | 27.45 / 2.2% | HEAD 7% | TAIL 12% | B/ATR 0.3
2002-01-28 | Bull | 28.4 / 0.9% | HEAD 8% | TAIL 248% | B/ATR 0.1
2002-01-29 | Bear | 29.96 / -1.6% | HEAD 10% | TAIL 43% | B/ATR 0.3
2002-01-30 | Bull | 30.72 / 2.4% | HEAD 3% | TAIL 104% | B/ATR 0.4
2002-01-31 | Bull | 31.21 / 1.6% | HEAD 59% | TAIL 122% | B/ATR 0.3
2002-02-01 | Bear | 30.5 / -3.5% | HEAD 0% | TAIL 1% | B/ATR 0.6
2002-02-04 | Bear | 29.75 / -1.0% | HEAD 220% | TAIL 83% | B/ATR 0.2
2002-02-05 | Bull | 29.75 / 1.6% | HEAD 89% | TAIL 172% | B/ATR 0.3
2002-02-06 | Bear | 29.5 / -0.7% | HEAD 125% | TAIL 250% | B/ATR 0.1
2002-02-07 | Bull | 29.54 / 0.1% | HEAD 2450% | TAIL 950% | B/ATR 0.0
2002-02-08 | Bull | 30.29 / 1.3% | HEAD 54% | TAIL 164% | B/ATR 0.2
2002-02-11 | Bull | 31.95 / 4.6% | HEAD 0% | TAIL 3% | B/ATR 0.8
2002-02-12 | Bull | 31.82 / 0.4% | HEAD 483% | TAIL 475% | B/ATR 0.1
2002-02-13 | Bull | 32.91 / 3.2% | HEAD 0% | TAIL 10% | B/ATR 0.6
2002-02-14 | Bear | 32.51 / -1.2% | HEAD 195% | TAIL 30% | B/ATR 0.2
2002-02-15 | Bear | 31.5 / -4.3% | HEAD 0% | TAIL 26% | B/ATR 0.8
2002-02-19 | Bear | 29.94 / -2.7% | HEAD 29% | TAIL 40% | B/ATR 0.5
2002-02-20 | Bear | 29.99 / -1.0% | HEAD 0% | TAIL 610% | B/ATR 0.2
2002-02-21 | Bear | 28.86 / -2.0% | HEAD 56% | TAIL 44% | B/ATR 0.3
2002-02-22 | Bull | 29.51 / 1.8% | HEAD 96% | TAIL 118% | B/ATR 0.3
2002-02-25 | Bull | 30.85 / 2.8% | HEAD 39% | TAIL 15% | B/ATR 0.5
2002-02-26 | Bear | 30.99 / -0.4% | HEAD 136% | TAIL 864% | B/ATR 0.1
2002-02-27 | Bear | 30.36 / -3.3% | HEAD 18% | TAIL 48% | B/ATR 0.6
2002-02-28 | Bear | 29.35 / -3.5% | HEAD 6% | TAIL 23% | B/ATR 0.6
2002-03-01 | Bull | 31.5 / 6.0% | HEAD 0% | TAIL 5% | B/ATR 1.0
2002-03-04 | Bull | 33.99 / 7.9% | HEAD 0% | TAIL 3% | B/ATR 1.4
2002-03-05 | Bull | 33.99 / 1.2% | HEAD 131% | TAIL 105% | B/ATR 0.2
2002-03-06 | Bull | 34.2 / 0.0% | HEAD 900% | TAIL 14500% | B/ATR 0.0
2002-03-07 | Bull | 34.75 / 0.7% | HEAD 180% | TAIL 260% | B/ATR 0.1
2002-03-08 | Bull | 35.71 / 1.2% | HEAD 56% | TAIL 110% | B/ATR 0.2
2002-03-11 | Bear | 34.11 / -2.0% | HEAD 19% | TAIL 45% | B/ATR 0.4
2002-03-12 | Bear | 32.75 / -2.4% | HEAD 0% | TAIL 77% | B/ATR 0.5
2002-03-13 | Bear | 32.4 / -1.1% | HEAD 37% | TAIL 183% | B/ATR 0.2
2002-03-14 | Bear | 32.89 / -1.7% | HEAD 0% | TAIL 88% | B/ATR 0.3
2002-03-15 | Bull | 34.09 / 2.9% | HEAD 18% | TAIL 34% | B/ATR 0.6
2002-03-18 | Bear | 34.0 / -0.9% | HEAD 255% | TAIL 142% | B/ATR 0.2
2002-03-19 | Bull | 34.57 / 0.9% | HEAD 109% | TAIL 219% | B/ATR 0.2
2002-03-20 | Bear | 33.5 / -1.2% | HEAD 70% | TAIL 18% | B/ATR 0.2
2002-03-21 | Bear | 34.16 / -0.8% | HEAD 0% | TAIL 236% | B/ATR 0.2
2002-03-22 | Bear | 33.16 / -2.5% | HEAD 14% | TAIL 19% | B/ATR 0.5
2002-03-25 | Bear | 32.05 / -3.3% | HEAD 40% | TAIL 6% | B/ATR 0.7
2002-03-26 | Bull | 33.52 / 4.4% | HEAD 20% | TAIL 3% | B/ATR 0.8
2002-03-27 | Bull | 33.1 / 0.3% | HEAD 400% | TAIL 480% | B/ATR 0.1
2002-03-28 | Bear | 33.1 / -0.7% | HEAD 240% | TAIL 128% | B/ATR 0.2
